post/keyword,comment/tweet,username,majority_sent,lang_id
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,alhamdulillah terbaik pemuda pas..acuan islam terbaik,5d44e049-216,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,alhamdulillah..semoga dmurahkn rezeki,8426ef11-be2,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Alhamdulillah.semoga dpermudahkan segala urusan.,732fd6bc-185,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Alhamdulillah.. Terbaik...hidup PAS,986660f1-c01,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Takbir..terima kasih bantu sahabat kuala nerus...terbaik,b2fdb9ff-520,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,marang sejahtera,1a192a3e-453,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,alhamdulillah..truskn prjuangan mu shbat.sebarkan kebaikn/ksejahteran dn adb kbaikn dlm islam.Smga Allah berikn gnjarn phala dn rzki yg luas buat kita,de9ec699-792,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Nk tanya Kuala nerus tu kg gemuroh ke bukan ??,28299387-e72,neutral,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,terbaek.. #hdp pas,22d7f76d-01a,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,terbaikkk....hijau ttap dihatiku,2c2ea9b0-b34,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Alhamdulillah... salam perjuangan,30f4913a-a7c,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,alamalulillah,49cd8f74-b0b,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,TAKBIRRRRRR,4661ab5a-167,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,terbaik JAMNT,fb248fa9-d34,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,PAS DIHATI SELAMANYA ??,032ae982-7cf,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Respect sejuk mata tngok.. org bawahn kuat kerja org atasan jgn la main politik bodo saja,1b5bd13c-366,negative,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,alhamdulilah... pas dlm hidupku smpai mati...,78f7131c-afa,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,Pas Mmg Terbaik Di Dalamnya Bnyak Para Alim Ulama Pasukan Unit Amal Yg Khdimat Tnpa Wang Ringgit Berpegang Al Quran,9de37b05-bc1,positive,my
Bantuan berterusan disampaikan kepada warga Kuala Nerus yang terjejas. #JabatanAmalMalaysiaKawasanMarang #KrisisAirKualaNerus #MarangSejahtera Publish: 11-8-2021,suka tengok content macam ni.. harap kawasan lain pun boleh tiru,536101c9-a0e,positive,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",terbaik kerajaan penang,98aa18cd-cba,positive,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",rupanya pinang xdakn air sendiri??????,392a4a56-633,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",Hanya sekadar wayang…penduduk tempatan akan merana nanti,227b0321-a1f,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",jng bagi.... bayar dulu ..... baru bg......,d1ea48b5-6d8,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",kami di balik pulau belum ada air lagi. kena mandi sungai lagi.,c754061d-791,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",bayaq dlu ayaq sembang negara membangun,324a7001-ffa,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022","Dh blh la bt cm negara maju bt sistem menyah garam air laut,air laut pn dh tinggi skrg sbb byk tambak sna sni.",4f19cda3-ee3,neutral,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",bukan TNU.. NTU (Nephelometric Turbidity Unit),4dda04ab-126,neutral,en
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",nak hat pree ja,7b723245-05c,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022","meniaga apa kalau semuanya X dpt untong, masuk tandas awam pun kena bayorrr oooo ??????",98332c68-170,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",Alhamdulillah terbaik penang kita sama2 bantu..??,0773861d-061,positive,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",sungai prai Kan hadooo,2c85697f-ffa,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",duk buat wayang bukan air nak mai...,22370245-6e2,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",boleh guna air tpi kena dgn caranye nk free saja.,69c5fba2-120,positive,cm
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",rasa2 logi air d perlis tah mcm ni jga xpernah cuci,c200f419-851,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",penang pon bnyk sungai pa tp tu la warna ayaq dia lain mcm sikit hitam mcm kopi o.,b7f28110-e60,nan,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",boleh minum cicah roti habar kt km pp tu ?? ambik free x yah kalut2 gaduh gn orang,908e78ef-ab4,positive,cm
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",penang boleh amik ayaq sg perai atau sg juru..conform bersih punya..boleh minum terus la,8ecf5dda-ee3,nan,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022","Amek mana pun air dianugerahkan oleh Nya, berkongsilah atas nama umat manusia bukan pisah²kan dalam dunia sementara!!!",278d5ef3-87e,positive,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",sg perai duk ada nun... awat x sedut ja.,775d802f-119,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",last2 sungai tu masuk laut juga??,a5959e03-005,negative,cm
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",tapi kami di kawasan pulau byk tempat lg x dapat air sampai sekarang dah pkui 6.15 ptg 8/7 /2020,6128f42d-27e,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022","alhamdulillah tahniah k.menteri peneng terbaik, respond cepat sgt,rumah kita flatpun ayag cam biasa jaa",9dee31d0-fea,positive,cm
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",mau nya nak percuma saja agak2 lah MB p.pinang dlm dunia skrg mana ada benda percuma ??????,ed4edea9-7ed,negative,my
"Krisis air kerana bencana kepala air di Baling, Kedah. #fyp #untuknegerikita #lovepenang #sungaiduakesayanganku Publish: 8-7-2022",alhamdullillah... terbaik km PH forever ????????,1daa0a9d-e79,positive,cm
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,mcm best aja keterangan ini...kita boleh kaya ni,4120fb5e-de6,positive,cm
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,think out of the box,cc08f471-4b4,neutral,en
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,"Kalau zaman Tun Mahathir saya tak today,cuma today dgn penyangak Dan pemimpin rakus sekarang hanya kait keuntungan Dan bukan tolong rakyat.",2817cc48-877,negative,cm
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,masanya hampir tiba??,dcb70f63-4bb,neutral,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,kita mulakan semula,82c9ca6d-f7f,positive,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,bagilah Anwar jdi PM waktu yg sesuai,f0e7dfc0-45e,neutral,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,"Tahun depan tak silap, ekonomi dunia akan merosot tahun ni mula Sept, kerana US dengan Euro akan merosot. Yang terbaik negara jangan export makanan.",ed4eb3fd-517,positive,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,Hanya Rakyat yg hidup susah shj yg kena impactNya bukan Kpd Para Mentari yg bergaji Puluhan Ribu .....Hmmmmm,a10462b3-1dc,negative,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,nk jimat ape ye gaji pun ciput.,74ee0a14-753,negative,my
#krisis #news #beritaterkini #ekonomi #krisisekonomi #awaninews #fyp Publish: 2-9-2022,mau kiamat udah..udah ahir Saman...betul ceramah habib rezik,62b2dd7b-91c,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,So kita turunkan lagi ringgit. Hahah,1b24c367-b22,positive,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,alasan suka bandingkan negara lain...cuba bandingkn peratus brpe rakyat dn hasil negara...,732791fd-bd9,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Luluskan 2.0 kwsp rakyat dalam kesusahan,383306e0-077,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,KWSP 2.0 akan menjadi pemangkin ekonomi negara,18cec47c-aa7,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,terbaek dato dato .ni duk banding dgn USA..hidup BN,e4baf017-7a1,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Helah je tu ??,8635609a-e3f,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,tok BKM bila?nak bayar saman ni??,269b0f7d-6da,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Bkn rm jatuh tp dollar yg naik.,bf84aff7-5dd,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,and then why harga barang naik??,2ad783b9-de6,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Brg yg gov mampu kawal brg asas shj.. Yg lain tu hmmmmm,bf84aff7-5dd,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Kna tanya org yg naikkn harga la.. Penjual ke.. Pengedar ke.. Smua amik kesempatan naikkn harga,bf84aff7-5dd,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"xkn la smua company serentak naikkan harga barang slepas pkp, harga minyak, tepung, susu smua naik",2ad783b9-de6,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"that's mean nilai matawang ringgit dh jtuh, haji basic rakyat dh naik, harga sara hidup pun dh naik",2ad783b9-de6,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"sbb tu klau nk compare ngn dlu, skrg senang je nk dpt 1000 ringgit, budak2 skrg pegang rm5 mcm nothing, sbb harga barang naik",2ad783b9-de6,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Turun naik matawang beri kesan pd import export. Brg dlm negara naik hrga tu isu lain,5a870c92-3a4,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"tau la, persoalan sy knp harga barang naik",2ad783b9-de6,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Kata kalau rakyat dpt keluarkan 10k wang kwsp.. Zafrul kata nak letak jawatan......,31d623fd-a33,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,ada kerja kosong x.... mana lah tau nak pakai tukang kebun.. bersih2 rumah.... serious ni x main2,1a4ec385-247,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,#kwspbersasar2.0,8544938e-6e6,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Rakyat tgh susah #kwspbersasar,111446da-10c,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Bkm tanya bila nk ke acc rakyat??@Tengku Zafrul Aziz,a610adfe-bd1,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Kwsp 2.0 blh keluar berapa yang rakyat mahu. Itu kami nak,d8798119-466,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,ape tindakan Kita?,3e9f66b4-46c,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Toleng luluskan kwsp,e2f6b9fa-40e,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,lagi rendah lagi bagus????,7b5d7d0b-241,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,then why raise the opr if not in crisis?,eb0f1726-9e1,negative,en
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,dia ckp pandai la... nk jd menteri forever,7218c50c-1f4,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Pro bank dia ni. Gaji x naik tp opr yg naik,d4cadb7d-81b,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,pencerahan yg terang dan mantap??kat sini ku puji fakta yg betul??,ef0dba90-0a1,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"fakta yg mantap, idol??",1161c410-5ee,positive,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,ckap je la malaysia nk bakrup dh .. bkm pun main tunda2??,b9ac52ea-1f7,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,spin selagi bolehh... kenapa x cakap OPR naik pasai apa untuk apa?,c8756312-e2b,negative,cm
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,bagi aku satu sebab kenapa singapore xde hasil bumi lagi tinggi harga dari RM malaysia ini yg penuh hasil bumi?,9d12d929-f22,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Polisi kerajaan Singapura berbeza kerana Singapura merupakan negara ekonomi terbuka,5c2fd247-442,neutral,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,betul.rasuah adalah ringgit jatuh.itu jawapan paling tepat.,9d12d929-f22,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,malaysia?tertutup ke?atau disebakan bn memang dah xmampu nak memeritah lagi kerana bnyk poket sendiri?,9d12d929-f22,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"x kisah la naik ke turun rnggit tu, bkm aq mn? kata awal sept, ini dh 15hb dh..apa cita ni adlin?",e575a3fb-221,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,RM masi blum laku d brunei,fe43074a-535,negative,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,Jgn sibuk negara org lain…negara sendiri makin tenat skrg,21a445ba-875,positive,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,"serius la,knp bandingkn dgn us,thai bath pun rm x laku...?????",81a6e181-188,nan,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,kerajaan Malaysia ????????,954ba3e3-fa9,nan,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,nak bandingkan negara luar lak??????,d0cfc8cf-2d6,nan,my
Malaysia mengalami krisis ekonomi? Ini fakta yang dikongsikan oleh Menteri Kewangan @ab1ca872-79d #SemakFakta#AWANInews Publish: 5d ago,opr naik lg...dah berapa kali naik??3+ kali setakat ni,a2ff009a-30f,negative,my
krisis ekonomi bermula Publish: 13-7-2022,Apa yg nabi bagitau dh mula nyata..dh x lama dh ...ayuh bnykkn amalan akhirat..,2c3ed1dd-f36,positive,my
krisis ekonomi bermula Publish: 13-7-2022,sejak lahir aq dh tau dh benda ni?? nabi Muhammad sallallahu Alaihi Wasallam dh bgtau kan?? pemimpin gila kuasa rakyat makin merana itulah hakikatnya,6c066fea-e85,nan,my
krisis ekonomi bermula Publish: 13-7-2022,"Betul tu saudara,jd bersiap sedia kah kite dari sekarang..",77242d09-322,positive,my
krisis ekonomi bermula Publish: 13-7-2022,ramai yang leka..tak nak ambik tahu.solat tak jaga malah bila di ingat kan aku diejek.,2087460b-0f6,positive,my
krisis ekonomi bermula Publish: 13-7-2022,biarkn mereka sesat dn lalai.. smpai la mereka jumpa d Hari yg d janjikn kak... pnah dgrkn ayat nie.. Dari hadis jugak,17df3d75-fab,positive,my
krisis ekonomi bermula Publish: 13-7-2022,dh bley stat bw keluar duit & tukar kpd dinar/gold coins??,852ee34b-841,neutral,cm
krisis ekonomi bermula Publish: 13-7-2022,emas pn dh x de guna sis.. yg guna amal ibadah iman yg kuat,c1bbd608-cbd,positive,my
krisis ekonomi bermula Publish: 13-7-2022,emas utk emergency mrka tukar ikut depa . kita simpan je klau mrka mau dh ada..,aa50e0e4-ea6,neutral,cm
krisis ekonomi bermula Publish: 13-7-2022,nasi lmk berapa keping emas harganya.. pnjual emas terima bayaran dgn duit ke dgn emas jugak,d5395ecd-627,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,"Risau nak tengok sampai habis, takut last kua iklan emas.",82f44eb1-6c0,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,"Aku igt lagi dlm ceramah Ust Kazim mase beliau sihat lg, drpd bina kilang byk2 lebih buat kaw pertanian sbg persediaan hadap krisis mcm ni",7ad26bbf-ea2,positive,my
krisis ekonomi bermula Publish: 13-7-2022,krisis makanan berlaku tp elaun lembaga felda naik ribu...apa kes ...,d765815f-aab,negative,my
krisis ekonomi bermula Publish: 13-7-2022,kita merana depa yg kaya..??????,6757396b-d16,negative,my
krisis ekonomi bermula Publish: 13-7-2022,sbb tu kerajaan wajib membenarkan pengeluaran wang simpanan KWSP pda pencarum Tampa had pengeluaran.agar keadaan sedikit tekawal,a499b7d5-ca3,positive,my
krisis ekonomi bermula Publish: 13-7-2022,ya bw kluar tukr gn dinar or dirham,344706d7-5aa,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,trm ksh...,2c2ea9b0-b34,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,xtahu la ??,344706d7-5aa,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,bawak keluar separuh beli emas dan perak...,aa50e0e4-ea6,positive,my
krisis ekonomi bermula Publish: 13-7-2022,keluarkan...beli binatang ternak...lembu..kambing ..ayam..itik..pilih yang tuan brkenan,de6f60c4-cd9,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,"beli emas (utk urusan matawang besar) ,silver (utk matawang kecil)",17ded1fe-494,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,"dunia makin tenat.. sebelum ni ujian covid19, sekarang di uji krisis ekonomi dunia????",1010e8cd-18d,negative,my
krisis ekonomi bermula Publish: 13-7-2022,"dh dekat ni..tpi tu la,sye ade mak yg terlantar..allahu",eed7e8f1-4a6,nan,my
krisis ekonomi bermula Publish: 13-7-2022,siap sediakan diri sahabat...tidak lama lagi pasti berlaku,87ab728b-975,positive,my
krisis ekonomi bermula Publish: 13-7-2022,sama2 Kita bersedia kemungkinan yg akn berlaku..ap2 pon..istifar...serah diri kite dgn Allah...??,a3f29458-c63,positive,my
krisis ekonomi bermula Publish: 13-7-2022,jdi perbanyakka makan maggie ye????,1802217c-f0a,negative,my
krisis ekonomi bermula Publish: 13-7-2022,"bill ade ldg luas, mungkin die akan bantu kite nanti",64c00c08-048,positive,my
krisis ekonomi bermula Publish: 13-7-2022,waris lantikan britis pi main jauh jauh,0ce86c21-a00,negative,my
krisis ekonomi bermula Publish: 13-7-2022,bestnyaaa??,f2a574d4-535,positive,cm
krisis ekonomi bermula Publish: 13-7-2022,"bercucuk tanam.,itu adalah sumber ,bekalan jika keadaan meruncing..serta solat ,ngaji.",42266bb2-dee,positive,my
krisis ekonomi bermula Publish: 13-7-2022,cepat kluarkan kwsp kami....,f7501015-b1c,positive,my
krisis ekonomi bermula Publish: 13-7-2022,abis tu ape yg perlu kita buat...nk suh dusuk dlm ketakutan ker...pikir sampai sakit,7c64115c-2b8,negative,my
krisis ekonomi bermula Publish: 13-7-2022,mula lah simpan emas kecil2 takpe..Rasullah SAW bersabda kalian akan kembali memakai emas dan dirham.,aa50e0e4-ea6,positive,my
krisis ekonomi bermula Publish: 13-7-2022,Allahu takutnya,e999f04c-1c8,neutral,my
